inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
N,2018,VA,-12.00,7679638,3,21,2006,1,,
N,2018,TX,-12.00,3665672,8,10,2004,1,,
N,2018,OH,-12.00,6166104,19,25,2006,1,,
N,2018,VA,-13.00,3810230,3,7,2007,1,,
N,2018,VA,-13.00,3579277,3,9,2005,1,,
N,2018,LA,-13.00,4217542,33,20,2014,1,,
N,2018,UT,-13.00,8148435,12,4,1998,1,,
N,2018,NC,-13.00,4226320,509,10,2005,1,,
N,2018,GA,-13.00,5061581,29,29,2013,1,,
N,2018,MD,-13.00,5024622,35,28,2004,1,,
N,2018,VA,-13.00,5174996,3,7,1997,1,,
N,2018,TX,-13.00,18866949,8,17,2014,1,,
N,2018,VA,-13.00,7766163,3,21,1993,1,,
N,2018,CA,-13.00,4381911,274,17,2013,1,,
N,2018,MN,-13.00,3560546,13,20,2003,1,,
N,2018,CA,-13.00,3989324,4,4,1992,1,,
N,2018,PA,-14.00,3737346,49,4,2005,1,,
N,2018,PA,-14.00,148384810,49,20,1998,1,,
N,2018,FL,-14.00,4110467,312,18,2002,1,,
N,2018,WI,-14.00,13093934,310,15,2011,1,,
N,2018,CA,-14.00,14535055,2,15,2007,1,,
N,2018,CA,-14.00,7669400,2,5,2006,1,,
N,2018,UT,-14.00,10650337,12,10,2003,1,,
N,2018,TN,-15.00,33215880,82,2,2006,1,,
N,2018,VA,-15.00,3528603,3,7,2005,1,,
N,2018,MA,-15.00,9967036,6,10,2001,1,,
N,2018,TX,-15.00,6100878,22,20,1991,1,,
N,2018,NY,-15.00,8976718,9,18,1996,1,,
N,2018,VA,-15.00,4361136,3,29,2002,1,,
N,2018,MN,-15.00,9993973,13,9,2002,1,,
N,2018,PA,-15.00,13515602,52,10,2010,1,,
N,2018,NC,-15.00,6967162,36,17,2005,1,,
N,2018,MD,-15.00,9339026,35,7,2000,1,,
N,2018,TX,-15.00,3455154,22,2,1999,1,,
N,2018,TX,-15.00,8051488,22,17,2005,1,,
N,2018,OR,-15.00,3768070,998,11,2006,1,,
N,2018,AZ,-15.00,886994250,46,4,2011,1,,
N,2018,CA,-15.00,7133341,11,1,1997,1,,
N,2018,IL,-15.00,18882507,17,17,1990,1,,
N,2018,TX,-15.00,28798456,8,17,1998,1,,
N,2018,TX,-15.00,3681724,18,4,2014,1,,
N,2018,AZ,-15.00,4386558,46,25,1996,1,,
N,2018,NC,-15.00,5559539,36,5,1994,1,,
N,2018,VA,-16.00,5542068,3,9,1992,1,,
N,2018,TX,-16.00,17584967,18,9,1999,1,,
N,2018,DC,-16.00,4746395,3,9,2000,1,,
N,2018,NC,-16.00,26013935,36,17,1991,1,,
N,2018,OR,-16.00,6944143,10,14,2005,1,,
N,2018,IL,-16.00,3411989,17,21,2011,1,,
N,2018,UT,-16.00,11584554,12,18,2000,1,,
N,2018,VA,-16.00,5994750,3,7,2013,1,,
N,2018,CA,-16.00,16231618,2,4,2014,1,,
N,2018,TX,-16.00,11584865,8,10,2014,1,,
N,2018,TX,-16.00,11661653,8,3,2000,1,,
N,2018,SD,-16.00,5360748,737,14,2009,1,,
N,2018,CA,-16.00,54746558,4,2,2014,1,,
N,2018,NC,-16.00,5238618,43,11,2008,1,,
N,2018,FL,-16.00,8859182,1,1,1994,1,,
N,2018,TX,-16.00,311449821,22,16,2007,1,,
N,2018,TN,-16.00,30327410,604,11,2008,1,,
N,2018,NY,-16.00,7434577,9,6,2013,1,,
N,2018,KY,-16.00,9801398,630,15,1992,1,,
N,2018,PA,-16.00,4444884,133,7,1993,1,,
N,2018,CA,-16.00,17311855,2,17,1997,1,,
N,2018,PA,-17.00,5847008,52,11,2013,1,,
N,2018,FL,-17.00,4388325,1,3,1990,1,,
N,2018,MA,-17.00,31875774,6,21,1998,1,,
N,2018,VA,-17.00,25063285,3,28,2007,1,,
N,2018,MA,-17.00,8825105,6,22,2012,1,,
N,2018,TX,-17.00,25827769,22,13,2012,1,,
N,2018,IL,-17.00,190073479,17,13,1996,1,,
N,2018,MI,-17.00,3527386,50,15,2014,1,,
N,2018,IL,-17.00,3731002,17,17,1999,1,,
N,2018,TN,-17.00,68111656,82,10,1993,1,,
N,2018,CA,-17.00,4409072,2,2,2001,1,,
N,2018,IN,-17.00,5864071,81,10,1991,1,,
N,2018,CA,-18.00,4178241,75,9,2002,1,,
N,2018,IL,-18.00,22932218,17,4,2010,1,,
N,2018,MD,-18.00,11110112,301,7,1990,1,,
N,2018,UT,-18.00,39747154,48,3,2001,1,,
N,2018,CA,-18.00,20247033,944,21,2000,1,,
N,2018,FL,-18.00,42510419,1,2,1994,1,,
N,2018,TX,-18.00,6791665,8,10,2012,1,,
N,2018,PA,-18.00,5131095,49,28,2006,1,,
N,2018,CA,-18.00,5490386,4,5,2007,1,,
N,2018,NE,-18.00,4182772,97,20,2011,1,,
N,2018,TX,-18.00,4640291,8,3,1991,1,,
N,2018,TX,-18.00,3678015,8,10,1991,1,,
N,2018,TX,-18.00,6018866,8,17,2013,1,,
N,2018,TX,-18.00,7081332,8,10,2006,1,,
N,2018,AL,-18.00,37187193,140,21,1994,1,,
N,2018,WA,-18.00,5154397,23,11,2014,1,,
N,2018,MI,-18.00,6252721,219,20,2003,1,,
N,2018,AL,-19.00,5890658,69,7,1997,1,,
N,2018,TX,-19.00,7279916,22,16,2009,1,,
N,2018,DE,-19.00,44602528,49,2,1996,1,,
N,2018,MD,-19.00,6944495,35,1,1995,1,,
N,2018,CA,-19.00,17657474,2,5,2003,1,,
N,2018,SC,-19.00,4270125,107,5,1997,1,,
N,2018,DC,-19.00,6423285,3,7,2003,1,,
N,2018,CA,-19.00,9663249,54,11,2000,1,,
N,2018,GA,-19.00,42358890,29,1,2013,1,,
N,2018,MA,-19.00,44118261,6,22,2008,1,,
N,2018,NY,-19.00,3400666,9,17,2005,1,,
N,2018,CA,-19.00,11929922,4,14,2010,1,,
N,2018,MN,-19.00,38621677,13,9,2002,1,,
N,2018,CA,-19.00,6666500,11,18,2005,1,,
N,2018,TX,-19.00,27488895,14,20,2010,1,,
N,2018,MO,-19.00,3627292,21,3,2011,1,,
N,2018,MI,-19.00,6708192,50,15,2009,1,,
N,2018,CA,-19.00,4234701,247,17,2014,1,,
N,2018,MA,-19.00,16621772,6,20,2009,1,,
N,2018,TX,-20.00,40050490,8,10,1990,1,,
N,2018,CA,-20.00,7506410,4,9,1997,1,,
N,2018,AL,-20.00,134244294,140,10,2014,1,,
N,2018,NJ,-20.00,3738011,9,29,2003,1,,
N,2018,VA,-20.00,10201761,3,7,2008,1,,
N,2018,CA,-20.00,3693001,54,3,1990,1,,
N,2018,NJ,-20.00,3674715,465,15,2007,1,,
N,2018,CO,-20.00,5114126,30,4,1998,1,,
N,2018,TX,-20.00,4043679,22,17,1992,1,,
N,2018,PA,-20.00,79902423,49,2,1998,1,,
N,2018,CA,-20.00,4824787,67,2,1996,1,,
N,2018,CA,-20.00,5608166,274,9,2013,1,,
N,2018,IA,-21.00,7255948,189,10,1996,1,,
N,2018,AZ,-21.00,6266282,46,21,1996,1,,
N,2018,OH,-21.00,8748592,79,9,2001,1,,
N,2018,VA,-21.00,5914761,3,28,1998,1,,
N,2018,TX,-21.00,9683945,8,2,2000,1,,
N,2018,IA,-21.00,10056590,97,6,1998,1,,
N,2018,UT,-21.00,13402878,12,14,2001,1,,
N,2018,OK,-21.00,8126575,38,24,1992,1,,
N,2018,VA,-21.00,13552840,3,29,1999,1,,
N,2018,CA,-21.00,19388590,2,3,2010,1,,
N,2018,CA,-21.00,4600742,11,15,2014,1,,
N,2018,IN,-21.00,112317168,81,10,1994,1,,
N,2018,WI,-21.00,30078682,716,20,2006,1,,
N,2018,NJ,-21.00,17622452,9,1,2006,1,,
N,2018,IL,-21.00,7527016,17,6,2009,1,,
N,2018,NY,-21.00,11470739,9,5,2007,1,,
N,2018,AL,-21.00,3848046,69,7,2012,1,,
N,2018,TX,-21.00,15383487,327,16,2010,1,,
N,2018,CA,-21.00,11955244,11,7,1997,1,,
N,2018,TX,-21.00,5376157,22,20,2014,1,,
N,2018,AZ,-21.00,23258849,46,21,1998,1,,
N,2018,CA,-21.00,18326789,2,10,2007,1,,
N,2018,CA,-22.00,3523414,4,5,2014,1,,
N,2018,CO,-22.00,6738298,31,9,2003,1,,
N,2018,CO,-22.00,3796578,80,7,1995,1,,
N,2018,TX,-22.00,13143051,22,18,2011,1,,
N,2018,MD,-22.00,3193334,35,29,2013,1,,
N,2018,CO,-22.00,3366586,30,24,1999,1,,
N,2018,OH,-22.00,4168461,19,2,2004,1,,
N,2018,GA,-22.00,3302785,29,17,2001,1,,
N,2018,VA,-22.00,5235192,40,1,2006,1,,
N,2018,NJ,-22.00,13079239,49,6,2003,1,,
N,2018,OR,-22.00,15673782,10,10,2013,1,,
N,2018,NY,-23.00,21368228,9,21,2007,1,,
N,2018,CA,-23.00,3613081,4,25,1990,1,,
N,2018,OH,-23.00,4886995,79,17,1998,1,,
N,2018,PA,-23.00,8790637,49,17,2009,1,,
N,2018,IL,-23.00,16146568,17,5,1999,1,,
N,2018,CA,-23.00,32771576,4,18,2011,1,,
N,2018,AZ,-23.00,18910166,46,15,2006,1,,
N,2018,VA,-23.00,6315837,3,29,1998,1,,
N,2018,OH,-23.00,12710563,79,17,2009,1,,
N,2018,WA,-24.00,8040471,23,10,1994,1,,
N,2018,WA,-24.00,4782096,23,5,2008,1,,
N,2018,MD,-24.00,4362814,35,25,1992,1,,
N,2018,NY,-24.00,4195956,9,10,2014,1,,
N,2018,UT,-24.00,9693762,48,4,1999,1,,
N,2018,MO,-24.00,100355685,74,6,2013,1,,
N,2018,VA,-24.00,7740899,3,7,2010,1,,
N,2018,MO,-24.00,50062846,74,2,2011,1,,
N,2018,GA,-24.00,14641057,29,2,2011,1,,
N,2018,IL,-24.00,4937930,17,28,2006,1,,
N,2018,CA,-24.00,4566268,2,28,1990,1,,
N,2018,AL,-24.00,4003202,589,20,2008,1,,
N,2018,WA,-24.00,4736361,23,29,2001,1,,
N,2018,TX,-24.00,26685951,8,17,2008,1,,
N,2018,MI,-24.00,4115939,50,20,1993,1,,
N,2018,CA,-24.00,3862976,4,11,1993,1,,
N,2018,AZ,-24.00,7782277,46,9,2014,1,,
N,2018,AL,-24.00,11124942,140,10,1997,1,,
N,2018,TN,-24.00,8064630,82,17,1998,1,,
N,2018,CA,-24.00,9531715,11,22,1993,1,,
N,2018,NY,-24.00,27579050,9,28,2003,1,,
N,2018,IL,-25.00,7364764,17,24,1991,1,,
N,2018,NY,-25.00,3952148,9,16,1992,1,,
N,2018,CA,-25.00,3103837,2,4,2006,1,,
N,2018,GA,-25.00,13186305,29,3,2012,1,,
N,2018,GA,-25.00,3974434,29,4,2008,1,,
N,2018,AL,-25.00,4054540,69,7,2014,1,,
N,2018,NJ,-25.00,5630391,9,11,2011,1,,
N,2018,FL,-25.00,29004726,64,10,1999,1,,
N,2018,FL,-25.00,5005410,576,20,2002,1,,
N,2018,CA,-25.00,9836120,2,5,2007,1,,
N,2018,KS,-25.00,4918854,21,3,2014,1,,
N,2018,CA,-25.00,6938418,2,2,2006,1,,
N,2018,NJ,-25.00,27307359,49,2,2012,1,,
N,2018,CA,-25.00,56495971,54,2,2001,1,,
N,2018,FL,-25.00,31622095,1,22,1994,1,,
N,2018,IL,-25.00,4685336,17,29,1996,1,,
N,2018,CA,-25.00,30983432,4,7,2007,1,,
N,2018,IN,-25.00,9113713,162,18,1999,1,,
N,2018,CA,-25.00,10124225,11,9,1993,1,,
N,2018,SC,-25.00,3040199,276,4,1998,1,,
N,2018,CA,-26.00,3363443,11,17,2013,1,,
N,2018,AZ,-26.00,5251044,46,16,2014,1,,
N,2018,OH,-26.00,6860039,47,20,2014,1,,
N,2018,GA,-26.00,8836191,29,9,2008,1,,
N,2018,IL,-26.00,3812433,17,3,2014,1,,
N,2018,MD,-26.00,5869191,3,7,2008,1,,
N,2018,MA,-26.00,3382807,6,28,2001,1,,
N,2018,CA,-26.00,9743101,11,16,2006,1,,
N,2018,CO,-26.00,6978484,120,5,2011,1,,
N,2018,TX,-27.00,3854945,22,10,2012,1,,
N,2018,FL,-27.00,9324307,1,4,2006,1,,
N,2018,MA,-27.00,6089052,6,19,2009,1,,
N,2018,MN,-27.00,21971431,13,29,1993,1,,
N,2018,FL,-27.00,4411975,246,21,2000,1,,
N,2018,CA,-27.00,60305303,4,1,2001,1,,
N,2018,NM,-27.00,3087515,66,7,2012,1,,
N,2018,MI,-27.00,72818913,219,1,1992,1,,
N,2018,CA,-27.00,8060889,75,4,2010,1,,
N,2018,FL,-27.00,8383171,68,3,2013,1,,
N,2018,OH,-27.00,9433105,19,29,2011,1,,
N,2018,CA,-27.00,8502692,2,2,1992,1,,
N,2018,TX,-27.00,9277834,22,10,2012,1,,
N,2018,AZ,-27.00,6436589,46,3,2004,1,,
N,2018,UT,-27.00,11980763,12,6,2014,1,,
N,2018,MD,-28.00,13108169,35,4,1994,1,,
N,2018,TX,-28.00,3846850,18,4,2009,1,,
N,2018,MD,-28.00,3971535,35,5,2010,1,,
N,2018,MN,-28.00,3631661,176,1,1992,1,,
N,2018,AL,-28.00,6832057,140,11,2001,1,,
N,2018,MA,-28.00,9329979,113,10,2005,1,,
N,2018,NC,-28.00,3508111,36,9,2014,1,,
N,2018,AZ,-28.00,18406735,46,7,1990,1,,
N,2018,NY,-28.00,6638366,9,21,1993,1,,
N,2018,OH,-28.00,26011762,34,4,1999,1,,
N,2018,KY,-28.00,4993024,630,20,1992,1,,
N,2018,GA,-28.00,4983205,29,28,2011,1,,
N,2018,LA,-28.00,5102017,139,28,2013,1,,
N,2018,CO,-28.00,7760357,30,5,2008,1,,
N,2018,CA,-28.00,2897548,2,4,1996,1,,
N,2018,VT,-28.00,15394361,156,10,1999,1,,
N,2018,FL,-28.00,5589583,68,2,2004,1,,
N,2018,NY,-29.00,5522937,9,17,1993,1,,
N,2018,KS,-29.00,6641210,21,3,2013,1,,
N,2018,TX,-29.00,3641219,8,18,1991,1,,
N,2018,TX,-29.00,170075849,8,2,1995,1,,
N,2018,VA,-29.00,9523681,3,7,2005,1,,
N,2018,CA,-29.00,3326307,2,25,1994,1,,
N,2018,CT,-29.00,2986447,58,5,1999,1,,
N,2018,TX,-29.00,9166302,18,21,1999,1,,
N,2018,LA,-29.00,12076454,817,2,2014,1,,
N,2018,MD,-29.00,4990245,35,9,2005,1,,
N,2018,NC,-29.00,9051189,43,20,2013,1,,
N,2018,MN,-29.00,3690010,13,20,2004,1,,
N,2018,UT,-29.00,15697731,48,11,2006,1,,
N,2018,UT,-30.00,7803899,12,5,1993,1,,
N,2018,IL,-30.00,148446246,17,2,1993,1,,
N,2018,VA,-30.00,5512060,15,2,2009,1,,
N,2018,NM,-30.00,12811371,66,20,2009,1,,
N,2018,OH,-30.00,5689161,19,24,2005,1,,
N,2018,MA,-30.00,4472848,6,17,2003,1,,
N,2018,FL,-30.00,4258405,7,25,1996,1,,
N,2018,FL,-30.00,3086857,7,24,1991,1,,
N,2018,GA,-30.00,2846619,29,23,1995,1,,
N,2018,LA,-30.00,19929966,139,20,2013,1,,
N,2018,MA,-30.00,2866132,6,10,1994,1,,
N,2018,IL,-30.00,26700803,17,29,2002,1,,
N,2018,CA,-30.00,42773169,2,2,2003,1,,
N,2018,TN,-30.00,2833522,82,10,2009,1,,
N,2018,IL,-30.00,2839583,17,9,1990,1,,
N,2018,TX,-30.00,5403060,22,4,1999,1,,
N,2018,KS,-30.00,74812545,104,11,1991,1,,
N,2018,FL,-30.00,3295196,1,24,2009,1,,
N,2018,WI,-30.00,6764534,27,12,2002,1,,
N,2018,TX,-30.00,187889644,886,18,2000,1,,
N,2018,GA,-30.00,4317836,29,18,1992,1,,
N,2018,GA,-31.00,15898376,29,10,2005,1,,
N,2018,KS,-31.00,7684597,21,24,2004,1,,
N,2018,FL,-31.00,2944518,68,7,2011,1,,
N,2018,OH,-31.00,7615178,300,20,1998,1,,
N,2018,TX,-31.00,13398790,8,1,2013,1,,
N,2018,GA,-31.00,2801487,29,21,1996,1,,
N,2018,IL,-31.00,5850378,17,17,2002,1,,
N,2018,NH,-31.00,5800114,6,3,2011,1,,
N,2018,CA,-31.00,62911553,4,3,2006,1,,
N,2018,CA,-31.00,6176087,75,9,2012,1,,
N,2018,CT,-31.00,26715260,100,11,1995,1,,
N,2018,CA,-31.00,4128265,2,17,2000,1,,
N,2018,GA,-31.00,14389854,29,6,2013,1,,
N,2018,NC,-31.00,11754047,36,5,1995,1,,
N,2018,OR,-31.00,186299694,10,14,2010,1,,
N,2018,VA,-31.00,4501987,3,29,1997,1,,
N,2018,TX,-31.00,10232350,8,20,2008,1,,
N,2018,TN,-32.00,120210921,105,11,2008,1,,
N,2018,DC,-32.00,4349337,3,28,1994,1,,
N,2018,NJ,-32.00,56524623,9,1,1992,1,,
N,2018,PA,-32.00,3617075,49,5,2013,1,,
N,2018,TX,-32.00,46478273,8,14,2012,1,,
N,2018,FL,-32.00,2756733,1,10,1998,1,,
N,2018,NY,-32.00,7128945,9,17,2001,1,,
N,2018,NY,-32.00,14826077,9,11,2011,1,,
N,2018,GA,-32.00,18970898,29,21,1996,1,,
N,2018,GA,-32.00,6186996,29,20,2007,1,,
N,2018,CA,-33.00,22067566,54,4,1996,1,,
N,2018,IL,-33.00,6542543,17,17,2003,1,,
N,2018,GA,-33.00,2697712,29,17,1990,1,,
N,2018,OR,-33.00,8330613,10,1,2012,1,,
N,2018,MN,-33.00,3010181,13,9,2014,1,,
N,2018,IL,-33.00,8987023,17,20,2002,1,,
N,2018,FL,-33.00,6854530,1,21,2003,1,,
N,2018,MO,-33.00,2848720,74,9,1995,1,,
N,2018,OR,-33.00,2811514,10,11,2011,1,,
N,2018,VA,-34.00,6906612,3,12,2012,1,,
N,2018,MI,-34.00,12549577,50,21,1991,1,,
N,2018,PA,-34.00,4243892,52,15,2014,1,,
N,2018,MN,-34.00,10441845,998,2,2010,1,,
N,2018,TX,-34.00,10214837,8,10,1997,1,,
N,2018,IL,-34.00,12478148,17,12,2004,1,,
N,2018,CA,-34.00,22523991,2,5,2004,1,,
N,2018,TX,-34.00,11259461,18,4,2002,1,,
N,2018,CA,-34.00,3083751,4,15,2006,1,,
N,2018,TN,-35.00,5607134,82,11,1992,1,,
N,2018,NC,-35.00,5585730,299,6,2005,1,,
N,2018,PA,-35.00,5072249,485,15,2003,1,,
N,2018,TX,-35.00,3370463,22,29,1992,1,,
N,2018,NY,-35.00,3491674,9,6,2005,1,,
N,2018,CO,-35.00,4600136,30,20,2012,1,,
N,2018,AZ,-35.00,8186124,46,11,2011,1,,
N,2018,FL,-35.00,2627738,1,21,1997,1,,
N,2018,FL,-35.00,41325481,295,20,2011,1,,
N,2018,AZ,-35.00,6378852,46,11,2012,1,,
N,2018,GA,-35.00,5212296,29,21,2011,1,,
N,2018,PA,-35.00,12855999,49,10,1995,1,,
N,2018,MI,-35.00,24555759,50,15,2008,1,,
N,2018,VA,-35.00,57291577,3,7,1998,1,,
N,2018,FL,-35.00,54771868,7,6,2003,1,,
N,2018,TX,-35.00,3742760,22,16,1994,1,,
N,2018,CO,-36.00,4533943,30,11,2012,1,,
N,2018,VA,-36.00,9309557,3,18,1996,1,,
N,2018,OR,-36.00,2659677,10,7,1992,1,,
N,2018,CA,-36.00,2785729,4,9,1991,1,,
N,2018,PA,-36.00,6824643,49,5,2005,1,,
N,2018,TX,-36.00,3376100,22,17,1995,1,,
N,2018,VA,-36.00,3635669,3,14,1996,1,,
N,2018,MD,-36.00,8719202,35,10,2005,1,,
N,2018,VA,-36.00,9975344,40,4,2014,1,,
N,2018,GA,-36.00,98723578,29,17,2011,1,,
N,2018,PA,-36.00,27575166,266,6,2001,1,,
N,2018,GA,-36.00,13414052,203,2,1995,1,,
N,2018,NJ,-36.00,15533100,49,17,2004,1,,
N,2018,MO,-36.00,60501866,102,18,2002,1,,
N,2018,NJ,-36.00,11223767,9,25,1996,1,,
N,2018,CA,-36.00,7348815,4,28,2002,1,,
N,2018,TX,-37.00,45073971,8,11,1993,1,,
N,2018,LA,-37.00,10253167,33,20,1993,1,,
N,2018,WA,-37.00,2970127,23,5,1990,1,,
N,2018,AZ,-37.00,7833444,46,10,1990,1,,
N,2018,IL,-37.00,3629781,17,10,1997,1,,
N,2018,CA,-37.00,10044404,11,2,2009,1,,
N,2018,VA,-37.00,2787473,3,7,2014,1,,
N,2018,NY,-37.00,14304197,9,18,1999,1,,
N,2018,FL,-37.00,9958395,1030,22,2014,1,,
N,2018,OH,-37.00,10128457,79,6,1996,1,,
N,2018,UT,-37.00,2581133,12,28,2002,1,,
N,2018,CA,-37.00,4423057,4,3,2011,1,,
N,2018,VA,-37.00,19174609,3,5,2002,1,,
N,2018,GA,-37.00,7312292,29,10,2009,1,,
N,2018,MO,-37.00,7655438,62,5,1990,1,,
N,2018,AL,-37.00,47067503,136,24,2014,1,,
N,2018,GA,-37.00,3451280,203,18,1990,1,,
N,2018,IL,-38.00,7505757,17,9,1997,1,,
N,2018,NY,-38.00,27383432,9,20,1996,1,,
N,2018,TX,-38.00,17144681,8,22,2009,1,,
N,2018,GA,-38.00,7273100,240,4,1993,1,,
N,2018,GA,-38.00,2628173,29,2,1991,1,,
N,2018,ME,-38.00,4063590,98,14,2007,1,,
N,2018,NJ,-38.00,3964911,49,20,1991,1,,
N,2018,MA,-38.00,6306743,6,28,2003,1,,
N,2018,MI,-38.00,18061329,219,28,2010,1,,
N,2018,CO,-38.00,2991134,30,10,2011,1,,
N,2018,CO,-39.00,12584054,30,20,2012,1,,
N,2018,MA,-39.00,4316905,6,29,2000,1,,
N,2018,AZ,-39.00,36763012,46,3,2003,1,,
N,2018,CA,-39.00,28768116,4,7,2012,1,,
N,2018,IL,-39.00,5120156,17,2,2005,1,,
N,2018,TX,-39.00,6134314,8,10,1999,1,,
N,2018,GA,-39.00,3521473,437,4,2004,1,,
N,2018,MI,-39.00,5266135,84,4,2004,1,,
N,2018,AR,-39.00,13694426,122,10,2013,1,,
N,2018,NJ,-39.00,2647264,9,20,1993,1,,
N,2018,NE,-39.00,43716572,97,10,2010,1,,
N,2018,KY,-39.00,6719767,634,7,2001,1,,
N,2018,MN,-39.00,3660987,13,17,2005,1,,
N,2018,ND,-39.00,12335595,118,10,1995,1,,
N,2018,VA,-39.00,3323427,15,17,2004,1,,
N,2018,PA,-39.00,11344091,52,17,2002,1,,
N,2018,IL,-39.00,7337010,17,21,1991,1,,
N,2018,NJ,-39.00,6934001,9,18,2013,1,,
N,2018,FL,-39.00,29918383,64,20,2003,1,,
N,2018,WA,-40.00,5392732,23,3,2010,1,,
N,2018,WA,-40.00,2540108,10,10,2009,1,,
N,2018,OR,-40.00,4006375,10,9,1999,1,,
N,2018,PA,-40.00,8279479,305,18,2006,1,,
N,2018,PA,-40.00,35342411,49,10,2013,1,,
N,2018,VA,-40.00,7799648,3,7,2002,1,,
N,2018,DC,-40.00,2539639,3,14,1995,1,,
N,2018,AZ,-40.00,8156896,46,9,1997,1,,
N,2018,TX,-40.00,7567176,8,2,1991,1,,
N,2018,PA,-40.00,191519462,52,10,1992,1,,
N,2018,WI,-40.00,11579783,319,14,2003,1,,
N,2018,MN,-40.00,2774289,118,9,2010,1,,
N,2018,KY,-41.00,168453636,47,15,2000,1,,
N,2018,VA,-41.00,3711848,3,7,2001,1,,
N,2018,AL,-41.00,2551874,69,7,2013,1,,
N,2018,VA,-41.00,6164982,3,7,2002,1,,
N,2018,NY,-41.00,3416555,9,20,1994,1,,
N,2018,IL,-41.00,4032080,17,9,2012,1,,
N,2018,NY,-41.00,3353489,9,14,2007,1,,
N,2018,IL,-41.00,13475572,17,6,2002,1,,
N,2018,OH,-41.00,5844095,47,6,2006,1,,
N,2018,OH,-41.00,2581042,19,3,2013,1,,
N,2018,PA,-41.00,5222259,49,15,2011,1,,
N,2018,NJ,-41.00,25672235,9,28,2002,1,,
N,2018,CA,-41.00,25015329,2,23,1994,1,,
N,2018,CA,-41.00,3793628,11,14,1994,1,,
N,2018,MA,-41.00,4049306,6,4,2002,1,,
N,2018,OH,-41.00,22699984,79,28,1996,1,,
N,2018,CA,-41.00,13764688,2,10,2012,1,,
N,2018,FL,-41.00,77601280,7,20,2005,1,,
N,2018,SD,-42.00,4413803,737,17,2009,1,,
N,2018,MO,-42.00,3054157,102,15,1995,1,,
N,2018,TX,-42.00,4976703,22,3,2006,1,,
N,2018,IL,-42.00,6594261,17,20,2012,1,,
N,2018,CA,-42.00,3584975,4,10,1999,1,,
N,2018,NY,-42.00,3994966,9,9,2000,1,,
N,2018,MO,-42.00,3351789,74,10,2006,1,,
N,2018,NC,-42.00,12230077,299,10,2014,1,,
N,2018,CA,-42.00,13901137,2,21,2004,1,,
N,2018,CA,-42.00,10553861,20,13,1994,1,,
N,2018,MN,-43.00,5412425,13,28,1999,1,,
N,2018,PA,-43.00,4422427,406,29,2010,1,,
N,2018,GA,-43.00,4203075,29,10,2012,1,,
N,2018,PA,-43.00,5390666,52,5,2007,1,,
N,2018,IL,-43.00,3361160,17,9,1997,1,,
N,2018,CA,-43.00,3521448,11,4,1997,1,,
N,2018,TX,-43.00,5548750,8,10,1993,1,,
N,2018,NY,-43.00,9665037,9,4,2003,1,,
N,2018,FL,-43.00,2497539,246,9,2001,1,,
N,2018,OH,-43.00,8385330,19,28,2000,1,,
N,2018,NV,-43.00,27420534,1004,3,2013,1,,
N,2018,VA,-43.00,8530661,15,20,2012,1,,
N,2018,GA,-43.00,9239473,29,2,1999,1,,
N,2018,VA,-44.00,3958695,3,7,1999,1,,
N,2018,OR,-44.00,7414924,10,13,2012,1,,
N,2018,MD,-44.00,3696030,35,28,1997,1,,
N,2018,SC,-44.00,9922772,536,6,2002,1,,
N,2018,AL,-44.00,14030019,140,6,1991,1,,
N,2018,FL,-44.00,2264762,1,10,2009,1,,
N,2018,MN,-44.00,4133785,13,3,2000,1,,
N,2018,FL,-44.00,10113885,1,14,2005,1,,
N,2018,CA,-44.00,13455046,4,9,2012,1,,
N,2018,CA,-45.00,3339084,2,18,2009,1,,
N,2018,AZ,-45.00,19058688,46,9,1999,1,,
N,2018,IA,-45.00,6977051,174,28,2013,1,,
N,2018,TX,-45.00,3319809,22,28,1992,1,,
N,2018,MO,-45.00,2779706,21,2,2001,1,,
N,2018,FL,-45.00,4117392,7,20,2001,1,,
N,2018,PA,-45.00,2690994,380,20,2011,1,,
N,2018,IN,-45.00,14765178,81,21,1990,1,,
N,2018,IL,-45.00,20802782,17,3,1998,1,,
N,2018,NH,-45.00,2976042,24,5,2009,1,,
N,2018,OH,-45.00,42644148,47,21,1997,1,,
N,2018,PA,-45.00,2402686,133,5,1990,1,,
N,2018,WA,-45.00,23156027,23,15,1997,1,,
N,2018,CA,-45.00,4845458,2,15,1990,1,,
N,2018,UT,-45.00,6780086,12,2,2005,1,,
N,2018,CA,-45.00,2662494,2,11,2003,1,,
N,2018,CT,-45.00,3704605,58,5,1998,1,,
N,2018,FL,-45.00,9098454,1,10,2001,1,,
N,2018,CO,-46.00,3739595,431,20,1992,1,,
N,2018,CA,-46.00,3123579,4,12,2013,1,,
N,2018,NJ,-46.00,9258255,9,20,2007,1,,
N,2018,AL,-46.00,11082845,589,3,2007,1,,
N,2018,OR,-46.00,2434333,53,19,2002,1,,
N,2018,NY,-46.00,4235537,9,11,2013,1,,
N,2018,VA,-46.00,2479254,106,9,2001,1,,
N,2018,IL,-46.00,19902078,17,2,1991,1,,
N,2018,NC,-46.00,26744979,36,21,2012,1,,
N,2018,VA,-46.00,2817527,3,5,2002,1,,
N,2018,OH,-46.00,2458496,39,2,1993,1,,
