inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
Y,2018,IL,1915.11,6129872,17,3,2002,1,,
Y,2018,VA,1910.68,10721750,3,7,2012,1,,
Y,2018,ID,1909.23,2730857,911,4,2013,1,,
Y,2018,CA,1908.05,24676975,4,12,2014,1,,
Y,2018,GA,1906.07,10416965,29,28,2009,1,,
Y,2018,TX,1904.98,4409471,18,4,2001,1,,
Y,2018,UT,1897.42,2562611,48,9,1995,1,,
Y,2018,CA,1890.68,2183316,2,4,2014,1,,
Y,2018,GA,1889.93,7609909,29,28,2012,1,,
Y,2018,CA,1889.02,15216000,4,9,2012,1,,
Y,2018,AZ,1887.47,8841161,46,18,2013,1,,
Y,2018,FL,1879.30,2406596,1,2,1996,1,,
Y,2018,ID,1878.89,3065512,227,6,1996,1,,
Y,2018,MA,1874.21,2936200,6,22,1990,1,,
Y,2018,NY,1871.81,2244491,9,9,2003,1,,
Y,2018,DC,1859.85,45746517,3,7,2011,1,X,
Y,2018,FL,1855.19,2020672,1,5,2014,1,,
Y,2018,CA,1850.64,6292789,2,5,2014,2,,
Y,2018,IL,1840.86,9930654,17,11,2013,2,,
Y,2018,MO,1838.30,4106582,74,5,2013,1,,
Y,2018,FL,1836.99,9593734,7,5,2012,1,,
Y,2018,AZ,1826.62,6623968,46,7,2009,1,,
Y,2018,SC,1821.49,67105482,536,20,2014,1,,
Y,2018,ID,1820.84,2006373,148,19,2013,1,,
Y,2018,MD,1816.77,3584582,35,17,2012,1,,
Y,2018,UT,1816.71,4784293,12,4,2013,1,,
Y,2018,PA,1816.31,3850416,49,28,2011,2,,
Y,2018,NJ,1816.17,4096740,9,10,2012,1,,
Y,2018,MD,1814.96,54507264,3,7,2009,3,,
Y,2018,NY,1814.91,3976359,9,4,2007,1,,
Y,2018,CA,1810.86,18253645,4,17,2013,1,,
Y,2018,PA,1810.86,2822692,305,9,1998,1,,
Y,2018,VA,1783.94,4909790,3,12,2010,2,,
Y,2018,IL,1783.81,2158450,17,10,2011,1,,
Y,2018,IL,1782.52,5312001,17,6,2013,1,X,
Y,2018,TN,1779.30,4128966,82,28,1997,1,,
Y,2018,VA,1778.27,9647250,3,7,2012,1,,
Y,2018,GA,1775.83,4223023,29,4,2013,1,,
Y,2018,FL,1765.11,34542780,576,10,2001,1,,
Y,2018,CA,1759.31,21512400,20,12,1996,1,,
Y,2018,KS,1749.84,6597042,21,4,2013,1,,
Y,2018,IL,1742.53,5334124,17,9,2014,1,,
Y,2018,GA,1741.58,9594460,29,16,2010,1,,
Y,2018,FL,1740.63,10468285,7,10,2009,1,,
Y,2018,IL,1737.77,15539317,17,18,2013,1,,
Y,2018,MN,1730.14,23430616,13,17,2013,1,,
Y,2018,VA,1724.90,4426229,3,29,2013,1,,
Y,2018,CA,1723.75,2497068,67,15,2003,1,,
Y,2018,TX,1723.54,26804417,8,9,2009,2,,
Y,2018,MA,1722.66,5628771,6,5,1999,1,,
Y,2018,MI,1720.79,19016223,219,2,2006,1,,
Y,2018,CA,1707.94,3892339,4,18,1993,1,,
Y,2018,NC,1706.53,8008650,43,9,2000,1,,
Y,2018,TX,1706.27,9540000,8,7,2011,1,,
Y,2018,NY,1703.78,2990163,9,17,2011,1,,
Y,2018,TX,1702.86,2243411,18,11,2014,1,,
Y,2018,CA,1702.08,9956325,11,4,1998,1,,
Y,2018,CO,1699.27,29906558,120,20,2011,1,,
Y,2018,CA,1697.78,30022917,20,29,2014,1,,
Y,2018,TX,1693.87,50912592,22,20,2006,1,,
Y,2018,VA,1692.99,2964800,3,28,2002,1,,
Y,2018,CA,1691.83,16457917,4,2,2013,1,,
Y,2018,CA,1689.31,4541842,2,18,1991,1,,
Y,2018,NC,1687.93,12364346,36,28,2011,1,,
Y,2018,TN,1679.05,7591852,110,6,2003,1,,
Y,2018,TX,1678.91,2663597,14,17,1994,1,,
Y,2018,NY,1678.45,6189000,9,9,2010,1,,
Y,2018,OH,1675.03,2712846,372,11,2009,1,,
Y,2018,MA,1671.22,27334711,6,2,1995,1,,
Y,2018,CA,1670.44,5963546,20,29,2010,1,,
Y,2018,NY,1670.32,3160908,9,10,2008,1,X,
Y,2018,CA,1667.88,3675267,4,2,1995,1,,
Y,2018,TX,1666.22,22527504,8,17,2012,2,,
Y,2018,MI,1660.93,12741162,144,5,2003,1,,
Y,2018,VA,1660.53,3328575,3,7,2010,1,,
Y,2018,CA,1659.05,9812993,2,10,2013,1,,
Y,2018,NJ,1654.74,6521468,9,11,1998,1,,
Y,2018,CA,1650.98,4107435,4,17,2007,1,,
Y,2018,AZ,1649.25,48178272,46,3,2005,4,,
Y,2018,NV,1648.78,2000604,1004,19,2014,1,,
Y,2018,DC,1645.47,3384378,3,17,2006,1,,
Y,2018,CA,1645.23,2955804,4,9,2012,1,,
Y,2018,FL,1644.52,18195812,68,20,2004,1,,
Y,2018,NJ,1642.55,5851417,9,9,2001,1,,
Y,2018,TX,1641.23,2278751,75,5,2013,1,,
Y,2018,PA,1640.96,4749952,49,10,2014,1,,
Y,2018,GA,1640.13,5594612,29,9,2012,1,X,
Y,2018,NJ,1634.44,3353562,9,28,2007,1,,
Y,2018,TX,1633.01,2153697,18,17,1997,1,,
Y,2018,TN,1631.11,7606052,110,6,2009,1,,
Y,2018,MN,1629.64,3538860,13,25,2003,1,,
Y,2018,CO,1626.65,2913069,30,9,1999,1,,
Y,2018,VA,1625.57,11115491,40,20,2014,1,,
Y,2018,CA,1624.08,55245221,67,5,2013,1,,
Y,2018,DE,1621.27,2172675,49,28,2010,1,,
Y,2018,CA,1617.29,4574786,54,15,2013,2,,
Y,2018,AZ,1615.31,2146927,46,25,2002,1,,
Y,2018,SC,1604.05,10632611,276,17,2007,1,,
Y,2018,NY,1602.75,2167275,9,13,2013,1,,
Y,2018,CA,1602.15,3451131,4,16,2013,1,,
Y,2018,NY,1596.75,8469030,71,3,2014,1,,
Y,2018,WA,1595.95,2030414,23,4,2008,1,,
Y,2018,FL,1592.39,4003592,199,19,1996,1,,
Y,2018,OR,1590.67,2706152,10,21,1994,1,,
Y,2018,CA,1587.34,13683267,2,11,2014,1,,
Y,2018,CA,1582.87,43766014,4,5,2010,1,,
Y,2018,CA,1581.70,5237864,2,14,1991,1,,
Y,2018,CA,1578.13,2057132,4,3,2014,1,,
Y,2018,CA,1576.43,13310287,2,20,2014,1,,
Y,2018,OH,1574.00,3911467,79,17,2014,1,,
Y,2018,NC,1573.59,17187378,43,29,2013,1,,
Y,2018,CA,1572.96,23587777,4,2,2009,1,,
Y,2018,CA,1572.40,12213490,11,17,1993,1,,
Y,2018,MO,1570.95,2691822,62,5,2014,1,,
Y,2018,NY,1570.95,16372460,9,4,2012,2,,
Y,2018,MD,1567.79,9866184,3,28,1997,1,,
Y,2018,FL,1567.32,2197738,64,11,1994,1,,
Y,2018,GA,1562.76,3618806,29,5,1998,1,,
Y,2018,NY,1562.21,21513239,9,5,2000,1,,
Y,2018,VA,1562.13,8485372,3,7,1997,1,,
Y,2018,PA,1561.40,4490608,93,17,1999,1,,
Y,2018,NY,1561.26,47970000,9,5,1997,1,,
Y,2018,WI,1560.97,1952209,718,11,2014,1,,
Y,2018,TX,1559.79,3989628,8,5,2014,1,,
Y,2018,LA,1559.03,11353384,181,23,2013,1,,
Y,2018,NY,1557.42,3290188,9,17,1996,1,,
Y,2018,NY,1557.18,20227021,9,12,2008,1,,
Y,2018,NY,1556.82,4554007,9,9,1999,1,,
Y,2018,FL,1552.80,7296860,1,18,2013,1,,
Y,2018,GA,1551.69,3428567,29,9,1998,1,,
Y,2018,OR,1549.72,28766113,10,3,1993,1,,
Y,2018,FL,1545.53,2394296,68,15,2003,1,,
Y,2018,NJ,1544.97,6184872,9,28,2014,1,,
Y,2018,CA,1542.64,2128515,20,17,2012,1,,
Y,2018,GA,1536.75,8281722,29,2,2011,2,X,
Y,2018,NY,1534.14,3173058,9,10,2002,1,,
Y,2018,GA,1534.12,3403368,29,17,2009,1,,
Y,2018,CO,1532.91,6690429,30,18,2009,1,,
Y,2018,UT,1529.18,11384038,48,4,2013,1,,
Y,2018,CA,1521.59,5330262,4,3,2013,1,,
Y,2018,VA,1518.87,2377145,106,10,2013,1,,
Y,2018,NC,1518.10,4589603,43,24,2009,1,,
Y,2018,CA,1512.19,3769696,125,4,2013,1,X,
Y,2018,CA,1509.16,5030364,4,17,2013,1,,
Y,2018,PA,1508.39,29427853,52,2,1997,1,,
Y,2018,GA,1505.64,3065462,29,20,2014,1,,
Y,2018,CA,1505.60,6302742,20,9,2012,1,,
Y,2018,MD,1504.54,12006044,61,20,1998,1,,
Y,2018,FL,1504.20,4038467,1,5,2014,1,X,
Y,2018,MI,1502.58,2681382,144,3,2013,1,,
Y,2018,AR,1501.99,2067663,235,2,1999,1,,
Y,2018,UT,1501.53,9607693,12,17,2014,1,,
Y,2018,VA,1500.70,4808355,3,14,2014,1,,
Y,2018,CA,1499.50,2569758,345,10,2009,1,,
Y,2018,VA,1494.32,16074416,40,18,2005,1,,
Y,2018,PA,1494.12,4634761,52,6,1993,1,,
Y,2018,TX,1492.65,2670054,886,28,2011,1,,
Y,2018,SC,1489.12,3164315,536,6,2014,1,,
Y,2018,NY,1487.74,2264422,9,9,1995,1,,
Y,2018,ND,1481.85,3619958,118,2,2006,1,,
Y,2018,CA,1480.97,20217695,2,2,2014,1,,
Y,2018,CA,1478.19,3003377,11,28,2008,1,,
Y,2018,OH,1478.03,2256588,19,9,2014,1,,
Y,2018,VA,1477.76,2260803,3,20,1999,1,,
Y,2018,MN,1474.93,5339000,13,9,2012,1,,
Y,2018,TX,1474.11,3133590,8,24,2007,1,,
Y,2018,GA,1468.05,3889729,29,9,2014,1,,
Y,2018,NV,1464.88,2345117,125,4,2009,1,X,
Y,2018,IL,1464.62,69856627,17,2,2012,3,,
Y,2018,NJ,1464.02,2491423,9,9,1994,1,,
Y,2018,MD,1461.58,7532636,3,7,2001,1,,
Y,2018,TX,1458.89,148793420,22,16,2009,3,,
Y,2018,MD,1453.83,7204631,35,14,2013,1,,
Y,2018,CA,1453.60,2373259,4,9,1996,1,,
Y,2018,CO,1451.96,10397210,30,4,2012,1,,
Y,2018,WA,1451.67,3664099,94,3,2000,1,,
Y,2018,CA,1446.71,6145319,20,5,1999,1,,
Y,2018,MD,1446.50,4381216,35,17,2013,1,,
Y,2018,NE,1445.31,8789491,97,28,2012,1,,
Y,2018,TX,1444.10,2425207,18,18,1990,1,,
Y,2018,CA,1439.41,3084971,2,5,2014,1,,
Y,2018,WA,1437.91,8443244,10,2,2014,1,,
Y,2018,VA,1437.09,6021856,3,29,2004,1,,
Y,2018,CA,1436.93,29175439,2,9,2012,2,X,
Y,2018,CA,1432.05,2965839,4,21,1992,1,,
Y,2018,CA,1430.67,45577350,20,19,2001,1,,
Y,2018,IL,1430.23,2463833,17,2,2006,1,,
Y,2018,TX,1428.86,4629299,8,21,2012,2,,
Y,2018,TX,1427.71,18810451,279,20,1993,1,,
Y,2018,MD,1427.58,195539254,3,7,1999,3,X,
Y,2018,FL,1423.03,22536565,1,10,2005,1,,
Y,2018,WI,1422.13,4018326,27,9,1992,1,,
Y,2018,WV,1422.11,5433907,998,10,2014,1,,
Y,2018,FL,1421.38,26226003,1,1,2011,3,,
Y,2018,IL,1418.60,9430572,17,3,2012,1,,
Y,2018,NY,1418.40,2307575,9,7,2013,1,,
Y,2018,CA,1415.36,2197180,4,11,2011,1,,
Y,2018,VA,1415.32,16495000,3,7,2010,1,X,
Y,2018,UT,1415.09,2643948,12,18,2005,1,,
Y,2018,ID,1414.25,4201319,911,4,2011,1,,
Y,2018,CO,1413.60,7474782,31,11,2003,1,,
Y,2018,GA,1411.90,16026100,29,28,2008,1,,
Y,2018,WI,1411.29,3048322,78,10,2002,1,,
Y,2018,TX,1411.09,6783801,18,4,2007,1,,
Y,2018,VA,1409.15,10882791,3,7,2012,1,,
Y,2018,IL,1408.72,27459829,17,9,1991,1,,
Y,2018,CA,1408.70,3089793,75,29,2002,1,,
Y,2018,UT,1405.50,3942478,48,9,2014,1,,
Y,2018,VA,1404.02,2835299,3,24,2014,1,,
Y,2018,CA,1400.50,3358948,2,4,2013,1,X,
Y,2018,GA,1399.95,11707553,29,28,2012,3,,
Y,2018,SC,1399.14,14049750,107,17,1996,1,,
Y,2018,NJ,1397.94,2671572,9,9,2011,1,,
Y,2018,CA,1396.03,32378349,2,4,1999,1,,
Y,2018,FL,1392.08,3702456,1,2,2011,1,,
Y,2018,ID,1391.77,4716173,227,6,2008,2,,
Y,2018,MD,1389.84,9806319,3,7,2004,1,,
Y,2018,CA,1389.54,6126689,4,11,2009,1,,
Y,2018,GA,1389.04,2927451,29,28,2003,1,,
Y,2018,MA,1388.30,4517230,6,22,2013,2,X,
Y,2018,NY,1386.52,3453063,9,9,2014,1,,
Y,2018,FL,1377.37,6544938,576,10,2012,1,,
Y,2018,NC,1377.35,3316642,43,19,2004,1,,
Y,2018,VA,1369.04,2972987,15,17,1991,1,,
Y,2018,TX,1363.36,4897474,8,4,2013,1,,
Y,2018,MA,1361.53,2795116,6,4,2012,1,,
Y,2018,FL,1360.73,14759591,7,5,2009,2,X,
Y,2018,CA,1358.22,11713973,20,29,2003,1,,
Y,2018,NV,1356.25,7073073,1004,7,2012,1,,
Y,2018,OH,1347.15,2199183,19,5,2014,1,X,
Y,2018,CA,1346.29,6031401,2,5,2005,1,,
Y,2018,CA,1344.56,8313500,4,9,2010,1,,
Y,2018,NY,1344.38,6117475,9,4,2010,2,,
Y,2018,NY,1341.58,7325746,9,1,2011,1,,
Y,2018,PA,1341.37,4342603,305,9,2012,1,,
Y,2018,CA,1337.67,3005393,2,12,2014,1,,
Y,2018,VA,1335.05,3364956,3,7,1995,1,,
Y,2018,NY,1333.33,2543896,9,17,2014,1,,
Y,2018,FL,1332.47,2913814,7,10,2013,1,,
Y,2018,AL,1329.86,2335182,390,18,2013,1,,
Y,2018,TX,1329.86,2049460,22,4,2010,1,,
Y,2018,FL,1327.31,3059820,1,18,2006,1,,
Y,2018,MA,1323.37,40586000,6,22,2010,1,,
Y,2018,TN,1318.00,6352255,82,28,2012,2,,
Y,2018,VA,1317.24,14841923,3,7,2013,1,,
Y,2018,CA,1314.18,2331574,2,12,2014,1,,
Y,2018,FL,1313.39,30827199,7,14,2003,1,,
Y,2018,CA,1308.23,2730132,20,9,2001,1,,
Y,2018,FL,1307.49,53142738,576,10,2012,2,,
Y,2018,CA,1303.19,33096000,20,12,2011,2,,
Y,2018,VA,1301.91,2770867,3,14,2012,1,,
Y,2018,UT,1299.67,6882163,48,5,1994,1,,
Y,2018,CA,1297.91,2817318,2,17,1990,1,,
Y,2018,TX,1293.93,5877028,8,18,1991,1,,
Y,2018,CA,1293.70,2588725,11,18,2012,1,,
Y,2018,NV,1293.68,20495546,1004,4,2010,1,,
Y,2018,CA,1290.07,2613746,2,18,1992,1,,
Y,2018,GA,1290.06,14760708,29,16,2011,2,,
Y,2018,IL,1287.23,23906641,17,18,2012,2,,
Y,2018,FL,1285.94,14907750,246,4,2007,1,,
Y,2018,FL,1281.20,7704964,576,3,1993,1,,
Y,2018,IN,1279.96,2488689,83,15,2012,1,,
Y,2018,CA,1279.66,3781594,20,9,2001,1,,
Y,2018,CA,1277.32,3050442,11,5,2003,1,,
Y,2018,CA,1276.85,3841643,67,15,2014,1,,
Y,2018,MA,1276.04,8659648,6,5,2011,2,X,X
Y,2018,MI,1274.66,29255727,219,2,2011,4,,
Y,2018,NC,1273.37,2283688,152,15,2011,2,,
Y,2018,HI,1270.18,22468765,101,7,2003,1,,
Y,2018,CA,1266.85,2959717,4,21,2014,1,,
Y,2018,CA,1266.73,34043458,2,11,1993,1,,
Y,2018,SC,1265.43,2336671,107,10,2013,1,,
Y,2018,CA,1265.14,5988214,4,18,2013,1,,
Y,2018,NC,1264.10,12321000,43,9,2010,1,,
Y,2018,TX,1263.93,2920754,18,9,2012,1,,
Y,2018,MN,1262.94,2369250,13,9,2003,1,,
Y,2018,NY,1261.09,2785163,9,5,2013,1,,
Y,2018,CA,1260.80,15317423,11,4,2013,1,X,
Y,2018,CA,1259.77,52756943,54,2,2006,1,,
Y,2018,WI,1257.86,2747380,27,9,2011,1,,
Y,2018,MT,1257.40,2275176,309,4,2010,1,,
Y,2018,TX,1254.72,78327064,22,20,2014,1,,
Y,2018,MO,1254.58,4832541,74,18,2002,1,,
Y,2018,NJ,1254.17,5989667,9,12,2011,1,,
Y,2018,VA,1254.06,4561230,3,28,2011,1,,
Y,2018,CA,1253.21,25319872,4,2,2012,1,,
Y,2018,CA,1251.34,6987449,2,18,2011,1,X,
Y,2018,TX,1251.29,9656938,14,7,1994,1,,
Y,2018,NC,1250.32,19022071,36,28,1996,3,,
Y,2018,CA,1249.68,2300100,2,5,1993,1,,
Y,2018,TN,1243.74,11679772,110,6,2013,1,,
Y,2018,TX,1243.63,4097841,14,17,2012,1,,
Y,2018,DC,1242.66,24060638,3,2,1997,1,,
Y,2018,ID,1242.38,1974136,148,14,2013,1,,
Y,2018,CA,1241.97,21957740,11,5,2006,1,,
Y,2018,OH,1240.76,4173609,372,11,2012,1,,
Y,2018,OH,1238.70,2415342,47,18,2003,1,,
Y,2018,MA,1237.94,42053401,6,2,2012,2,,
Y,2018,NC,1236.24,4097429,36,20,2005,1,,
Y,2018,CA,1235.46,5654257,4,2,2009,2,,
Y,2018,MI,1230.32,19601788,144,5,2013,1,,
Y,2018,VA,1230.02,5120885,3,7,2007,2,,
Y,2018,NY,1229.93,2413055,9,5,2013,2,,
Y,2018,CA,1229.91,2129188,2,2,2013,1,,
Y,2018,NJ,1225.73,10033028,9,11,2012,2,,
Y,2018,TX,1224.57,7366310,8,28,2002,1,,
Y,2018,CA,1223.56,4384905,11,18,2014,1,,
Y,2018,CA,1222.95,6319131,4,17,2012,1,,
Y,2018,MT,1221.51,2287466,383,10,2007,1,,
Y,2018,NJ,1219.31,3266322,9,17,2011,1,,
Y,2018,NY,1219.21,3534216,146,18,1999,1,,
Y,2018,DC,1218.87,5206736,3,17,2013,1,,
Y,2018,WA,1216.81,9515357,23,22,1993,1,,
Y,2018,NJ,1216.70,9002180,9,9,2013,1,,
Y,2018,FL,1216.31,6732122,7,5,2006,1,,
Y,2018,NC,1216.28,7031391,299,10,1991,1,,
Y,2018,IN,1212.76,9564560,81,12,2012,1,,
Y,2018,AZ,1211.99,8057033,46,3,2010,1,,
Y,2018,OH,1210.42,15794574,19,6,2005,1,,
Y,2018,CA,1210.03,5553960,2,17,1994,1,,
Y,2018,TX,1209.64,3313380,18,17,2013,1,,
Y,2018,TX,1209.47,2076219,22,4,2009,1,,
Y,2018,TN,1208.23,11701618,110,6,2014,1,,
Y,2018,MN,1207.14,5444400,13,25,2014,1,,
Y,2018,OK,1206.04,2543718,38,23,1999,1,,
Y,2018,CO,1204.92,4481644,30,9,2013,2,,
Y,2018,NY,1202.06,6386955,9,11,2001,1,,
Y,2018,DE,1200.94,3342577,49,28,2014,3,,
Y,2018,OH,1198.67,20490352,79,17,2006,1,,
Y,2018,PA,1196.94,162102244,49,18,2012,1,,
Y,2018,AZ,1196.53,3302965,46,25,2012,1,,
Y,2018,VA,1194.63,2012284,3,7,1997,1,,
Y,2018,CA,1192.91,6032581,2,5,1994,1,,
Y,2018,CA,1189.64,2036729,2,17,2012,1,,
Y,2018,SC,1188.19,16357863,276,17,2010,2,,
Y,2018,WA,1182.19,3123714,23,4,2014,1,,
Y,2018,GA,1182.06,17585288,29,21,1998,1,,
Y,2018,CA,1180.83,6683950,2,15,2006,1,,
Y,2018,FL,1179.55,6159372,199,19,2013,1,X,
Y,2018,FL,1179.05,2073702,312,19,1994,1,,
Y,2018,OR,1178.28,4163310,10,21,2014,1,,
Y,2018,CA,1172.50,67332329,4,5,2008,2,,
Y,2018,CA,1171.63,8058253,2,14,2012,1,,
Y,2018,PA,1166.09,7642354,93,1,1993,1,,
Y,2018,OH,1165.92,6017642,79,17,1991,2,,
Y,2018,CA,1164.74,18789985,11,17,2013,2,,
Y,2018,NY,1164.40,17120199,9,9,1998,1,,
Y,2018,FL,1162.14,23965566,7,12,2010,1,,
Y,2018,TX,1161.50,3024427,18,20,2014,1,,
Y,2018,MD,1161.33,15178744,3,28,2008,2,,
Y,2018,FL,1160.98,3381135,64,11,2009,1,,
Y,2018,GA,1157.60,5567394,29,5,2012,2,X,
Y,2018,NY,1157.19,33097290,9,5,2014,1,,
Y,2018,FL,1157.15,2191985,1,20,2012,1,,
Y,2018,VA,1157.13,13054418,3,7,2011,2,,
Y,2018,PA,1156.59,6908628,93,17,2007,1,,
Y,2018,DE,1156.58,10745561,49,17,2001,1,,
Y,2018,NY,1156.49,73800000,9,5,2012,2,,
Y,2018,WA,1156.04,6947200,23,17,2007,1,,
Y,2018,NY,1153.64,5061827,9,17,2012,3,,
Y,2018,NY,1153.47,31118494,9,12,2008,1,,
Y,2018,NY,1153.20,7006165,9,9,2012,1,,
Y,2018,FL,1150.22,11225938,1,18,2013,1,,
Y,2018,GA,1149.40,5274718,29,9,2013,1,,
Y,2018,FL,1148.17,3398025,7,25,1995,1,,
Y,2018,OR,1147.94,44255559,10,3,2014,1,,
Y,2018,VA,1147.50,7481997,3,10,2014,1,,
Y,2018,FL,1147.25,4969900,1,28,2008,1,,
Y,2018,CA,1146.02,8384669,4,9,2010,1,,
Y,2018,TN,1145.27,3380535,110,1,2014,1,,
Y,2018,FL,1144.84,3683533,68,15,2010,1,,
Y,2018,NJ,1144.43,9515188,9,28,2009,1,,
Y,2018,CA,1143.74,3041074,4,5,2000,1,,
Y,2018,NY,1141.46,2785095,9,2,2011,1,,
Y,2018,IN,1141.01,11951737,81,2,1992,1,,
Y,2018,ID,1140.75,4114149,227,18,2002,1,,
Y,2018,CA,1137.38,2165408,4,24,2009,1,,
Y,2018,NY,1136.40,4881627,9,10,2012,1,,
Y,2018,GA,1136.38,5235950,29,17,2007,2,,
Y,2018,NJ,1136.02,2299000,9,5,2007,1,,
Y,2018,CO,1135.49,10292968,30,18,2012,1,X,
Y,2018,CA,1134.08,2917730,2,5,2012,1,,
Y,2018,CA,1132.64,18858338,20,5,2000,1,,
Y,2018,MN,1131.46,5443933,13,18,2007,1,,
Y,2018,IN,1131.27,3001975,81,17,2014,1,,
Y,2018,TX,1126.49,19963535,22,20,1997,1,,
Y,2018,IL,1125.91,9923750,17,17,2000,1,,
Y,2018,SC,1121.00,4871248,536,10,2004,1,,
Y,2018,PA,1120.28,2485688,49,4,2013,1,,
Y,2018,DE,1120.17,2493920,49,29,1996,1,,
Y,2018,NY,1119.17,3216426,252,5,1991,1,,
Y,2018,CA,1117.90,7739021,4,17,2013,1,,
Y,2018,MA,1117.33,8169200,6,6,2010,1,,
Y,2018,PA,1117.33,45273620,52,2,2012,2,,
Y,2018,VA,1115.03,11189750,3,7,1997,1,,
Y,2018,TX,1114.91,4272792,8,17,2008,1,,
Y,2018,MD,1114.47,18470837,61,20,2013,2,,
Y,2018,AR,1112.58,3181020,235,2,2007,1,,
Y,2018,UT,1112.24,14781066,12,17,2012,2,,
Y,2018,CA,1110.74,3953474,345,10,2014,1,,
Y,2018,FL,1107.77,10221348,1,5,2006,1,,
Y,2018,VA,1106.90,24729870,40,18,2011,1,,
Y,2018,PA,1106.76,7130401,52,6,2011,4,,
Y,2018,CO,1105.62,119257931,80,7,2007,3,,
Y,2018,IL,1104.90,21062458,17,9,2007,1,,
Y,2018,NY,1102.03,3483726,9,9,2013,1,,
Y,2018,CA,1101.33,23136367,2,17,2008,1,,
Y,2018,MA,1100.12,3111616,6,11,2009,1,,
Y,2018,MA,1098.49,23765551,6,16,2010,1,,
Y,2018,ME,1095.99,6810624,98,17,1996,1,,
Y,2018,VA,1094.64,3478158,3,20,2014,1,,
Y,2018,TX,1091.93,4820908,8,24,2008,1,,
Y,2018,NY,1091.25,14715940,9,4,1995,1,,
Y,2018,DC,1088.33,2103350,3,7,2006,1,,
Y,2018,PA,1087.14,8888926,112,2,1999,1,,
Y,2018,NJ,1084.46,3832959,9,9,2007,1,,
Y,2018,MD,1082.66,11588671,3,7,2003,2,X,
Y,2018,CA,1082.58,3786302,4,10,1991,1,,
Y,2018,AZ,1082.10,10795879,46,13,1993,1,,
Y,2018,FL,1079.90,3269522,1,4,1997,1,,
Y,2018,MO,1079.11,3544152,74,24,2009,1,,
Y,2018,MD,1076.91,11084047,35,14,2014,1,,
Y,2018,CA,1076.74,3651168,4,9,2011,1,,
Y,2018,CA,1076.20,2409831,4,2,1992,1,,
Y,2018,NY,1075.66,3215434,51,20,2009,1,,
Y,2018,WA,1075.31,5637076,94,3,2012,3,,
Y,2018,TX,1074.53,3092336,8,9,2005,1,,
Y,2018,GA,1074.42,19670105,29,4,1990,1,,
Y,2018,CA,1073.01,2609141,4,3,2010,1,,
Y,2018,CA,1072.57,7786706,20,17,1995,1,,
Y,2018,TN,1072.46,9162400,110,9,2003,1,,
Y,2018,CA,1071.64,9454337,20,5,2012,2,,
Y,2018,FL,1070.66,5989722,1,7,2002,1,,
Y,2018,IL,1069.85,4463488,17,16,2000,1,,
Y,2018,TX,1069.70,3731088,18,18,2011,1,,
Y,2018,NY,1069.56,2198217,9,10,2012,1,,
Y,2018,MO,1067.89,43547432,21,1,2012,1,,
Y,2018,VA,1064.51,9264394,3,29,2012,1,,
Y,2018,CA,1060.78,4562829,4,21,2012,1,,
Y,2018,CA,1059.76,70119000,20,19,2011,1,,
Y,2018,IL,1059.43,3790513,17,2,2014,1,,
Y,2018,TX,1059.41,15613650,8,9,2000,1,,
Y,2018,FL,1059.30,31524846,1,18,2008,1,,
Y,2018,TX,1057.57,28939155,279,20,1990,1,,
Y,2018,DC,1054.78,2996994,3,7,1996,1,,
Y,2018,UT,1053.78,2166796,48,4,2010,1,,
Y,2018,WI,1053.43,6182040,27,9,2012,3,X,
Y,2018,WV,1053.42,8359857,998,10,2013,1,,
Y,2018,NC,1051.68,2250862,36,5,2004,1,,
Y,2018,CA,1049.84,15358050,2,10,2000,1,,
Y,2018,UT,1048.22,4067612,12,18,1994,2,,
Y,2018,CO,1047.11,11499665,31,11,2012,2,,
Y,2018,WI,1045.40,4689726,78,10,2012,1,,
Y,2018,TX,1044.59,3668613,228,17,2013,1,,
Y,2018,MN,1044.51,2740000,176,29,2012,2,,
Y,2018,VA,1043.82,16742756,3,7,2008,1,,
Y,2018,IL,1043.50,42245891,17,9,2011,1,,
Y,2018,CA,1043.48,4753528,75,29,2014,1,,
Y,2018,FL,1040.20,3813155,7,15,2006,1,,
Y,2018,VA,1040.01,4361999,3,24,2013,1,,
Y,2018,OK,1040.00,3211939,841,20,1996,1,,
Y,2018,WI,1039.98,3108739,78,17,2000,1,,
Y,2018,CA,1038.46,6469304,4,4,2004,1,,
Y,2018,CT,1037.64,3867500,70,19,2007,1,,
Y,2018,SC,1036.40,21615000,107,17,2012,1,,
Y,2018,NJ,1035.51,4110111,9,9,2013,2,,
Y,2018,IL,1035.35,3366792,17,9,1999,1,,
Y,2018,SD,1034.67,4766009,744,15,2000,1,,
Y,2018,CA,1034.10,49812845,2,4,2010,3,,
Y,2018,CA,1033.33,3003012,2,5,1997,1,,
Y,2018,MN,1031.72,2536966,13,15,2014,1,,
Y,2018,MD,1029.51,15086645,3,7,2010,2,,
Y,2018,CA,1029.29,9425676,4,11,2013,1,,
Y,2018,GA,1028.92,4503771,29,28,2014,1,,
Y,2018,CA,1028.26,6631459,2,4,2000,1,,
Y,2018,TX,1027.79,6446206,8,10,2000,1,,
Y,2018,CA,1021.14,2048318,2,9,2012,1,,
Y,2018,FL,1020.27,10069136,576,10,2012,2,,
Y,2018,NC,1020.26,5102526,43,19,2009,2,,
